,Nama Penjual,Nama Produk,Harga,Lokasi penjual,Jumlah terjual,Rating
875,TokoANITATJIGENOGERAIPONSEL99,Seblak Instan Baba Semua Variant (3Pcs) [Populer],Rp74.000,Jakarta Selatan,10 terjual,5.0
876,Raabihahsnack. id,kerupuk seblak kering 60 gram,Rp3.999,Bandung,6 terjual,5.0
877,LAPAK MILEA,Sajodo Snack - Seblak dan Keju Aroma,Rp18.500,Surabaya,3 terjual,5.0
878,Alanza Frozen Food,Kerupuk Mawar Bahan Seblak Babangi 1 Kg,Rp24.000,Tangerang Selatan,20 terjual,5.0
879,Lakufood Official,Seblak Laku,Rp15.000,Jakarta Selatan,7 terjual,5.0
880,Queen$DoubleShop,seblak instant komplit,Rp4.000,Jakarta Timur,50+ terjual,4.8
881,CuankiCulametan,Cuanki Pangsit kering Segitiga Cipet isi 100 toping seblak baso aci,Rp32.500,Kab. Garut,70+ terjual,4.7
882,CuankiCulametan,cuanki lidah aci 10 pcs murah toping seblak baso aci,Rp3.500,Kab. Garut,100+ terjual,5.0
883,The Little Snacks,Basreng Sangarrr,Rp19.900,Tangerang Selatan,750+ terjual,4.7
884,Verysimple,Seblak Pedas Konde Odjolali Snack,Rp12.000,Bandung,14 terjual,5.0
885,Keripik Pedas Viral,Kerupuk Seblak Ikan Gurih Aneka Rasa - Morang Morang Snack - Keju,Rp11.500,Kab. Sidoarjo,100+ terjual,5.0
886,Gerai Snack Official Shop,Basreng Pinggsnack,Rp16.700,Kab. Tangerang,500+ terjual,4.8
887,snackonsmg,Seblak Rafael Kering 250 gr,Rp19.719,Semarang,250+ terjual,4.9
888,Joyful Cuisinees,Cuanki Lidah Kerupuk Cuanky Topping Baso Aci Seblak isi 150 Pcs,Rp79.000,Tangerang Selatan,2 terjual,5.0
889,Cikiku Shop,Seblak baso aci / Soaci tulang rangu khas Garut Ajib,Rp24.000,Tangerang Selatan,15 terjual,5.0
890,gaiagarut,siomay mini GURILEM EKONOMIS 100gram Toping Baso Aci Cuanki Seblak,Rp3.759,Kab. Garut,11 terjual,5.0
891,Warung Ikan Asin Ms Rido,Kerupuk Seblak Pedas Kerupuk Seblak Kering Daun Jeruk Renyah Termurah,Rp14.999,Jakarta Utara,3 terjual,5.0
892,citi koleksi,SEBLAK INSTAN,Rp6.200,Kab. Garut,5 terjual,
893,vieka mart official,Pangsit Kuah Seblak 300g Halal,Rp17.576,Tangerang Selatan,3 terjual,
894,Zizin OS,Krupuk Seblak Mawar Pedas Murah,Rp8.999,Kab. Pasuruan,1 terjual,5.0
895,Toko ASS Jakarta,kerupuk mawar mentah putih 1 kg seblak Rafael,Rp50.000,Jakarta Utara,2 terjual,5.0
896,Sajodo Snack & Food,SEBLAK INSTAN SAJODO SNACK,Rp22.500,Tasikmalaya,100+ terjual,4.8
897,Kylafood Jakarta,Kylafood Seblak Rempah Autentik,Rp14.000,Jakarta Selatan,250+ terjual,5.0
898,Lakoca Official Shop,Paket Isi 4 Batagor Instan | Makaroni Basah | Seblak Basah,Rp64.906,Cimahi,30+ terjual,4.9
899,wafalaila,seblak 500gr Kerupuk seblak mantap,Rp22.000,Kab. Tegal,13 terjual,5.0
900,Sajodo Snack & Food,"[ Buy 5 Get 5 ] Special Bedug Package (Baso Aci, Seblak, Keju Aroma...",Rp150.000,Tasikmalaya,7 terjual,4.8
901,Super Seblak Jumjum,TAICHAN PEDAS - SUPER SEBLAK JUMJUM,Rp18.000,Kab. Kediri,5 terjual,5.0
902,H Nugraha,kerupuk seblak cikur 250gr,Rp17.800,Bandung,6 terjual,4.3
903,Kylafood Jakarta,Seblak Rempah Autentik isi 5 pcs,Rp68.000,Jakarta Selatan,90+ terjual,4.9
904,dormamuofficial,SEBLAK KERIPIK BETON 1KG CIKRUH / SEBRING KERUPUK BETON 1KG CIKRUH,Rp136.000,Jakarta Timur,5 terjual,5.0
905,goblin hijau,READY Kerupuk Seblak Pedas 500gr Morang Moreng / Kerupuk Ikan Goreng,Rp78.000,Jakarta Barat,1 terjual,5.0
906,232store,KERUPUK CUANKI TAHU KERITING TOPPING BASO ACI SEBLAK 150 PCS Termurah,Rp65.559,Jakarta Barat,5rb+ terjual,4.8
907,z&n acecoris online,kerupuk seblak mentah mix,Rp8.000,Kab. Bandung Barat,2 terjual,5.0
908,Hanui Food,Seblak Frozen,Rp16.000,Jakarta Selatan,60+ terjual,5.0
909,HAI-TOMS OLEH OLEH LAMPUNG,KERUPUK SEBLAK PEDAS Dua Mawar ,Rp22.900,Bandar Lampung,100+ terjual,4.8
910,Azmi Ngemil yukkk3,kerupuk seblak kering pedas daun jeruk krupuk bawang isi 250gram,Rp14.500,Kab. Bandung,6 terjual,5.0
911,oke snack,cemilan SEBLAK KARI PEDAS 65gr,Rp4.500,Jakarta Selatan,250+ terjual,4.8
912,Yuliana Frozen,Kerupuk SEBLAK Bawang Bibir Mini/timbangan 1 kg,Rp21.000,Kab. Sidoarjo,100+ terjual,4.8
913,Seblak Mang Muss,SEBLAK INSTAN MANG MUSS - LEVEL 10,Rp13.999,Tasikmalaya,750+ terjual,4.9
914,Taubak Huhah Snack,Seblak Coet / Rafael + bumbu  Promo beli 3 gratis 1,Rp4.999,Kab. Malang,5 terjual,5.0
915,farahmanmarket,krupuk seblak mamang rapael krupuk seblak gurih kerupuk uyel,Rp28.500,Jakarta Timur,4 terjual,5.0
916,CUANKI BAKSO ACI DPS,SEBLAK INSTAN BANDUNG | HALAL,Rp16.000,Denpasar,250+ terjual,4.9
917,afizhara store,MURAH Aneka Kerupuk Mentah berat 500gr / Krupuk Seblak,Rp16.500,Surabaya,7 terjual,5.0
918,irkha_food.id,Seblak Bapper,Rp18.000,Depok,80+ terjual,4.8
919,CuankiCulametan,Cuanki lidah murah kiloan isi 150 toping seblak baso aci,Rp33.999,Kab. Garut,100+ terjual,4.9
920,Macaroni Dower,Macaroni pipa rasa Seblak kemasan plastik,Rp6.000,Malang,1 terjual,5.0
921,Ar-Raihanstore,Cemilan Kerupuk Seblak Kering Daun Jeruk Rasa Pedas Manis (250 gr),Rp6.000,Kab. Cirebon,6 terjual,
922,Mega Snack 095,KERIPIK SEBLAK JENGKOL 250GR BANYAK RASA DAUN JERUK,Rp9.000,Cimahi,22 terjual,5.0
923,GOURMET GROOVE,Marenta [ Paket Jajan ] Baso Aci Pedas - Seblak - Cireng Rujak,Rp78.600,Jakarta Timur,3 terjual,5.0
924,sunshinemasker id,KERUPUK SEBLAK krupuk les putih bawang cabe patas,Rp7.000,Kab. Kendal,40+ terjual,5.0
925,ayusho32,Parayu Food - Paket Bundling Mama - 5 Baso Aci + 5 Seblak Instant,Rp290.000,Kab. Karawang,4 terjual,5.0
926,Maennys,KERUPUK BAWANG WARNA WARNI / KERUPUK SEBLAK / KRUPUK KERING / KERIPIK,Rp5.700,Surabaya,15 terjual,5.0
927,Keva store,Comring Seblak 200gr | Pedas | Makanan Ringan | Cemilan | Snack Renyah - Seblak Pedas,Rp19.000,Depok,100+ terjual,5.0
928,Foodstocks,Soun Seblak Geprek SAMI RAOS Khas Garut - Soun Seblak,Rp18.900,Jakarta Selatan,60+ terjual,4.9
929,kira3arut,cuanki lidah asli garut isi 150 pcs,Rp32.500,Kab. Garut,10rb+ terjual,4.9
930,seblak_endull,seblak kerupuk bantet kering bandung 1kg,Rp20.000,Kab. Bandung,8 terjual,5.0
931,Sriyani9843,KERUPUK SEBLAK BANTET SUPER PEDAS (**),Rp17.000,Semarang,1 terjual,5.0
932,Rak Sebelah,Bundle - Basranger Seblak | Baso Aci Extra Pedas | Tulang Rangu,Rp56.300,Jakarta Pusat,100+ terjual,4.9
933,storegazella,"KERUPUK SEBLAK MENTAH RANTAI/TARAJE/TANGGA/JARING 250g,500 g",Rp100.500,Bandung,2 terjual,5.0
934,mete shop55,NAGIHI KERUPUK BAWANG MENTAH/KERUPUK SEBLAK MENTAH MEREK TIGA,Rp72.000,Malang,,
935,Jajanan Hits (JS),Seblak Tulang Rangu Nyai Mercon,Rp21.000,Tangerang Selatan,40+ terjual,5.0
936,greencan,itabilashop krupuk seblak keriting aneka rasa [100gr],Rp14.000,Jakarta Barat,17 terjual,5.0
937,Tokoo_May Express Nuri,SII Seblak 150gr,Rp20.600,Makassar,4 terjual,5.0
938,ningsih778,Terlaris! 1KG Kerupuk Seblak Kang Asep Spesial Daun Jeruk,Rp66.000,Jakarta Barat,,
939,Mega_Snack_095,seblak bantat krupuk jaat beton 100 grm daun jeruk,Rp4.400,Cimahi,12 terjual,5.0
940,fajarfatihacollections,V♪NN KERUPUK BAWANG MENTAH -+5KG UNTUK SEBLAK WARNA WARNI. WAJIB,Rp103.000,Kab. Tangerang,3 terjual,5.0
941,Rebina Frozen Mart,CIKEMAM Seblak Seuhah,Rp16.500,Bandung,4 terjual,
942,warungkopay,"Cikur / Pilus Anisa Sari 230 Gram, Bahan Seblak",Rp21.000,Depok,14 terjual,5.0
943,kylafood,Kylafood Seblak Mie Baso,Rp26.125,Bandung,4rb+ terjual,4.9
